University of Houston System	['Dr. Jeffrey J Morgan', 'Rebecca George']	Preparing for the AP* Calculus AB and BC Exams (Part 1 - Differential Calculus)	There are no open sessions.	Indeterminate Duration
The University of North Carolina at Chapel Hill	['Dr. Jeffrey Pomerantz']	Metadata: Organizing and Discovering Information	There are no open sessions.	Indeterminate Duration
University of Wisconsin–Madison	['Constance Steinkuehler', 'Kurt Squire']	Video Games and Learning	There are no open sessions.	Indeterminate Duration
University of Rochester	['Adam Frank']	Confronting The Big Questions: Highlights of Modern Astronomy	There are no open sessions.	Indeterminate Duration
University of Alberta	['Leah Hackman', 'Sean Gouglas']	Understanding Video Games	There are no open sessions.	Indeterminate Duration
Columbia University	['Perry G Mehrling']	Economics of Money and Banking, Part Two	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Ian MacMillan', 'James D. Thompson', 'Peter  Frumkin']	Social Entrepreneurship	There are no open sessions.	Indeterminate Duration
Duke University	['Cathy N. Davidson']	History and Future of (Mostly) Higher Education	There are no open sessions.	Indeterminate Duration
University of Pittsburgh	['Jennifer  Zoltners Sherer', 'Pam Goldman', 'Lauren B. Resnick']	Accountable Talk®: Conversation that Works	There are no open sessions.	Indeterminate Duration
Higher School of Economics	['Vasily  Klucharev']	Introduction to Neuroeconomics: how the brain makes decisions	There are no open sessions.	Indeterminate Duration
University of New Mexico	['Edward Angel']	Interactive Computer Graphics with WebGL	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['Abbey Alkon, RN, PNP, MPH, PhD']	Understanding Research: An Overview for Health Professionals	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Jim Fowler, PhD', 'Steve Gubkin']	Massively Multivariable Open Online Calculus Course	There are no open sessions.	Indeterminate Duration
Hebrew University of Jerusalem	['Dr. Yuval Noah Harari']	A Brief History of Humankind	There are no open sessions.	Indeterminate Duration
The University of British Columbia	['Dr. Rosemary Redfield']	Useful Genetics Part 1	There are no open sessions.	Indeterminate Duration
Duke University	['Dr. Dalene Stangl', 'Dr. Kate Allman', 'Dr. Mine Çetinkaya-Rundel']	Teaching Statistical Thinking: Part 1 Descriptive Statistics	There are no open sessions.	Indeterminate Duration
University of Geneva	['Christophe Chalamet', 'François Dermange', 'Michel Grandjean', 'Sarah Nicolet']	Calvin - Histoire et réception d'une Réforme	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['David  A. Owens, PhD, PE']	Leading Strategic Innovation in Organizations	There are no open sessions.	Indeterminate Duration
The Hong Kong University of Science and Technology	['James Z. Lee', 'Byung-Ho  Lee']	A New History for a New China, 1700-2000: New Data and New Methods, Part 1	There are no open sessions.	Indeterminate Duration
University of Maryland, College Park	['Bernard Dov Cooperman']	Practicing Tolerance in a Religious Society: The Church and the Jews in Italy	There are no open sessions.	Indeterminate Duration
University of Maryland, College Park	['Hank C. Lucas, Jr.']	Surviving Disruptive Technologies	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Carol Muller']	Listening to World Music	There are no open sessions.	Indeterminate Duration
HEC Paris	['Alberto Alemanno']	Understanding Europe: Why It Matters and What It Can Offer You	There are no open sessions.	Indeterminate Duration
Tel Aviv University	['Professor Daniel Chamovitz, Ph.D.']	What a Plant Knows (and other things you didn’t know about plants)	There are no open sessions.	Indeterminate Duration
University System of Georgia	['Dr. Humayun Zafar', 'Mr. Andy Green']	Cybersecurity and Its Ten Domains	There are no open sessions.	Indeterminate Duration
Yale University	['Paul Bloom']	Moralities of Everyday Life	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Dr. Thomas P. Sollecito, DMD, FDS RCSEd', 'Dr. Eric Stoopler', 'Dr. Uri Hangorsky']	Introduction to Dental Medicine	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['William Eaton, PhD', 'Wietse A. Tol, PhD', 'Ramin Mojtabai, MD']	Major Depression in the Population: A Public Health Approach	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Dr. Michela Massimi', 'Dr. Alasdair Richmond', 'Dr. Suilin Lavelle', 'Dr David Carmel', 'Dr Mark Sprevak', 'Professor Duncan Pritchard', 'Professor Andy Clark', 'Professor John Peacock', 'Professor Barbara Webb', 'Dr Kenny Smith', 'Dr Peggy Series']	Philosophy and the Sciences	There are no open sessions.	Indeterminate Duration
University of Washington	['Gaetano Borriello', 'Luis Ceze']	The Hardware/Software Interface	There are no open sessions.	Indeterminate Duration
Universiteit Leiden	['Ester van der Voet']	Wheels of Metals: Urban Mining for a Circular Economy	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Brad Hokanson, PhD']	Creative Problem Solving	There are no open sessions.	Indeterminate Duration
University of Florida	['Professor David Carlson']	Music's Big Bang: The Genesis of Rock 'n' Roll	There are no open sessions.	Indeterminate Duration
Hebrew University of Jerusalem	['Idan Segev']	Synapses, Neurons and Brains 	There are no open sessions.	Indeterminate Duration
Columbia University	['Michael Collins']	Natural Language Processing	There are no open sessions.	Indeterminate Duration
Exploratorium	['Paul Doherty, Ph.D', 'Julie Yu, PhD', 'Eric Muller']	Re-Engineering Your Science Curriculum	There are no open sessions.	Indeterminate Duration
University of Wisconsin–Madison	['Janet Silbernagel,  Ph.D.', 'Paul Robbins, Ph.D.', 'Tim Van Deelen, Ph.D.']	The Land Ethic Reclaimed: Perceptive Hunting, Aldo Leopold, and Conservation	There are no open sessions.	Indeterminate Duration
University of Geneva	['Stéphane Udry', 'Michel Mayor', 'Didier Queloz', 'Francesco Pepe', 'Christophe Lovis', 'Damien Ségransan', 'Maxime Marmier']	The Diversity of Exoplanets	There are no open sessions.	Indeterminate Duration
Stanford University	['Per Enge', 'Frank van Diggelen']	GPS: An Introduction to Satellite Navigation, with an interactive Worldwide Laboratory using Smartphones	There are no open sessions.	Indeterminate Duration
The University of British Columbia	['Gregor Kiczales']	Introduction to Systematic Program Design - Part 1	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Unknown Author']	Cardiac Arrest, Hypothermia, and Resuscitation Science	There are no open sessions.	Indeterminate Duration
Emory University	['Lynn Sibley, Ph.D., RN, CNM, FAAN, FACNM']	Childbirth: A Global Perspective	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['B. Joseph Guglielmo, PharmD', 'Lisa A. Kroon']	Diabetes: Diagnosis, Treatment, and Opportunities	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Dr. James S. White', 'Dr. Alexander Stone Macnow']	Going Out on a Limb: The Anatomy of the Upper Limb	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Christine L. Savage, PhD, RN, CARN, FAAN', 'Deborah Finnell, DNS, PMHNP-BC, CARN-AP, FAAN']	Alcohol, Drugs, and Baby Boomers: Are you ready?	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Jeff Leek, PhD']	Data Analysis	There are no open sessions.	Indeterminate Duration
University of California, Santa Cruz	['Murray Baumgarten', 'Peter Kenez']	The Holocaust	There are no open sessions.	Indeterminate Duration
UNSW Australia (The University of New South Wales)	['Simon  McIntyre', 'Dr Negin Mirriahi']	Learning to Teach Online	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Alexander  Guerrero']	Revolutionary Ideas:  An Introduction to Legal and Political Philosophy	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Mariale  Hardiman, Ed.D.']	The Brain-Targeted Teaching® Model for 21st Century Schools	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Jimeng Sun']	Big Data Analytics for Healthcare	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Irfan Essa']	Computational Photography	There are no open sessions.	Indeterminate Duration
Rice University	['Professor Vicki Colvin']	Analytical Chemistry / Instrumental Analysis	There are no open sessions.	Indeterminate Duration
University of Rochester	['John Covach']	History of Rock, Part One	There are no open sessions.	Indeterminate Duration
Rice University	['Lara Arch', 'Chris "C. J." Thompson', 'Lisa Webber', 'Dr. Jarrett Reid Whitaker', 'Dr. Terry K. Talley']	Inquiry Science Learning: Perspectives and Practices 1 - Science Leadership	There are no open sessions.	Indeterminate Duration
Wesleyan University	['Lisa Dierker']	Passion Driven Statistics	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['William Brieger']	Training and Learning Programs for Volunteer Community Health Workers	There are no open sessions.	Indeterminate Duration
University of London	['Dr Marco Gillies', 'Dr Matthew Yee-King', 'Dr Mick Grierson']	Creative Programming for Digital Media & Mobile Apps	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Wayne Whiteman, PE']	Applications in Engineering Mechanics	There are no open sessions.	Indeterminate Duration
Princeton University	['David Spergel']	Imagining Other Earths	There are no open sessions.	Indeterminate Duration
University of Geneva	['Antoine Geissbuhler', 'Louis Loutan', 'Samantha Battams', 'Didier Wernli', 'Slim Slama', 'Rafael Ruiz De Castaneda']	Global Health: An Interdisciplinary Overview	There are no open sessions.	Indeterminate Duration
University of London	['Dr Emmett Sullivan']	The Camera Never Lies	There are no open sessions.	Indeterminate Duration
Stanford University & Universitat Pompeu Fabra of Barcelona	['Prof Xavier Serra', 'Prof Julius O Smith, III']	Audio Signal Processing for Music Applications	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Brian Caffo, PhD']	Mathematical Biostatistics Boot Camp 1	There are no open sessions.	Indeterminate Duration
Duke University	['Dr. Bruce W Jentleson']	21st Century American Foreign Policy	There are no open sessions.	Indeterminate Duration
Columbia University	['Ryan Baker']	Big Data in Education	There are no open sessions.	Indeterminate Duration
Universitat Autònoma de Barcelona	['Emilio Fernández Peña']	The Olympic Games and the Media	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Dr. Peter Navarro']	Managing Your Time, Money, and Career: MBA Insights for Undergraduates	There are no open sessions.	Indeterminate Duration
University of Wisconsin–Madison	['Randall Wright']	Markets with Frictions	There are no open sessions.	Indeterminate Duration
University of Minnesota	['James D. Van De Ven, PhD', 'Will Durfee, PhD']	Fundamentals of Fluid Power	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Wayne Whiteman, PE']	Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion	There are no open sessions.	Indeterminate Duration
Wesleyan University	['Michael S. Roth']	The Modern and the Postmodern	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Dr.  Dave Ward', 'Professor Duncan Pritchard', 'Dr. Michela Massimi', 'Dr. Suilin Lavelle', 'Dr. Matthew Chrisman', 'Dr. Allan Hazlett', 'Dr. Alasdair Richmond']	Introduction to Philosophy	There are no open sessions.	Indeterminate Duration
Korea Advanced Institute of Science and Technology	['Bowon Kim']	Supply Chain Management: A Learning Perspective 	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Debra JH Mathews, PhD, MA']	Engineering Life: Synbio, Bioethics & Public Policy	There are no open sessions.	Indeterminate Duration
Tel Aviv University	['Professor Oded  Lipschits, Ph.D.', 'Ido Koch']	The Fall and Rise of Jerusalem	There are no open sessions.	Indeterminate Duration
The University of British Columbia	['Dr. Rosemary Redfield']	Useful Genetics Part 2	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Rosa I. Arriaga']	Introduction to User Interface Design (Part 1)	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Abril Trigo']	Latin American Migration	There are no open sessions.	Indeterminate Duration
Wesleyan University	['Andrew Szegedy-Maszak, PhD']	The Ancient Greeks	There are no open sessions.	Indeterminate Duration
University of Western Australia	['Professor Carlos M. Duarte, BSc, PhD']	Ocean Solutions	There are no open sessions.	Indeterminate Duration
California Institute of the Arts	['Stephan Koplowitz']	Creating Site-Specific Dance and Performance Works	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Frederick Luis Aldama, Ph.D.', 'Paloma Martinez-Cruz, Ph.D.']	Latino Popular Culture for the Clueless	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Friedrich Eisenbrand']	Linear and Discrete Optimization	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['Katie Ferraro, MPH, RD, CDE']	Nutrition for Health Promotion and Disease Prevention	There are no open sessions.	Indeterminate Duration
University of Colorado Boulder & University of Colorado System	['Prof. William Kuskin']	Comic Books and Graphic Novels	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Charles Kennel, PhD', 'Naomi Oreskes, PhD', 'Veerabhadran Ramanathan, PhD', 'Richard Somerville, PhD', 'Dr. David G. Victor']	Climate Change in Four Dimensions	There are no open sessions.	Indeterminate Duration
Hebrew University of Jerusalem	['Dr. Yaakov Nahmias']	Introduction to Tissue Engineering	There are no open sessions.	Indeterminate Duration
Case Western Reserve University	['Mary A. Dolansky, PhD, RN', 'Shirley Moore, PhD, RN, FAAN', 'Mamta K Singh, MD, MS']	Take the Lead on Healthcare Quality Improvement	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Bob Lessick']	Bioinformatics: Life Sciences on Your Computer	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Dr. Brent Hecht', 'Shashi Shekhar']	From GPS and Google Maps to Spatial Computing	There are no open sessions.	Indeterminate Duration
Rice University	['Lara Arch', 'Chris "C. J." Thompson', 'Lisa Webber', 'Dr. Jarrett Reid Whitaker', 'Dr. Terry K. Talley']	Inquiry Science Learning: Perspectives & Practices 4 - Student-Centered Inquiry	There are no open sessions.	Indeterminate Duration
Columbia University	['Vincent Racaniello, Ph.D.']	Virology I: How Viruses Work	There are no open sessions.	Indeterminate Duration
University of Copenhagen	['Dr Arne Astrup, MD, DMSc.']	The New Nordic Diet - from Gastronomy to Health 	There are no open sessions.	Indeterminate Duration
Emory University	['Kimberley Sessions Hagen, EdD']	AIDS	There are no open sessions.	Indeterminate Duration
Princeton University	['Peter Singer']	Practical Ethics	There are no open sessions.	Indeterminate Duration
Sciences Po	['Bruno Latour']	Scientific Humanities	There are no open sessions.	Indeterminate Duration
Emory University	['Deb Houry, MD, MPH', 'Pamela Scully, Ph.D.']	Understanding Violence	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Stephany Duda, PhD', 'Paul Harris, PhD', 'Firas  Wehbe, MD, PhD']	Data Management for Clinical Research	There are no open sessions.	Indeterminate Duration
University of Virginia	['Philip Zelikow']	The Modern World: Global History since 1760	There are no open sessions.	Indeterminate Duration
Wesleyan University	['Michael S. Roth']	How to Change the World	There are no open sessions.	Indeterminate Duration
University of London	['Dr  Lorenzo Cavallaro']	Malicious Software and its Underground Economy: Two Sides to Every Story	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Mark Guzdial']	Designing Technology for Learning	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Dr. Douglas C. Schmidt']	Pattern-Oriented Software Architectures for Concurrent and Networked Software	There are no open sessions.	Indeterminate Duration
Emory University	['Michael Kuhar, Ph.D.']	The Addicted Brain	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Professor Sian Bayne', 'Jeremy Knox', 'Dr Hamish A. Macleod', 'Dr Jen Ross', 'Dr  Christine  Sinclair']	E-learning and Digital Cultures	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Mark L. Braunstein, MD']	Contemporary Health Informatics	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Jason Farley, PhD, MPH, CRNP', 'Dr.  Richard E. Chaisson, M.D.']	Global Tuberculosis (TB) Clinical Management and Research	There are no open sessions.	Indeterminate Duration
Stanford University & The University of British Columbia	['Matthew O. Jackson', 'Kevin Leyton-Brown', 'Yoav Shoham']	Game Theory	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Martin Odersky']	Functional Programming Principles in Scala	There are no open sessions.	Indeterminate Duration
Rice University	['Dr. Terry K. Talley']	Using The Next Generation Science Standards for Students’ Deeper Understanding 	There are no open sessions.	Indeterminate Duration
University of Florida	['Dr. Dan Dickrell']	Structure Standing Still: The Statics of Everyday Objects	There are no open sessions.	Indeterminate Duration
Copenhagen Business School	['Thomas Zoëga Ramsøy']	An Introduction to Consumer Neuroscience & Neuromarketing 	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Anna Divinsky']	Introduction to Art: Concepts & Techniques	There are no open sessions.	Indeterminate Duration
University of Toronto	['Charmaine Williams']	The Social Context of Mental Health and Illness	There are no open sessions.	Indeterminate Duration
University of Oregon	['Dr. Deborah Healey', 'Jeff Magoto', 'Dr. Elizabeth Hanson-Smith']	Shaping the Way We Teach English, 1: The Landscape of English Language Teaching	There are no open sessions.	Indeterminate Duration
University of Copenhagen	['Dr Ebrahim Afsah, M.Phil., MPA']	Constitutional Struggles in the Muslim World	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Jason A. Freeman']	Survey of Music Technology	There are no open sessions.	Indeterminate Duration
Duke University	['Prof. Dorian A. Canelas']	Introduction to Chemistry	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Dr. Richard B. Alley']	Energy, the Environment, and Our Future	There are no open sessions.	Indeterminate Duration
Stanford University	['Daphne Koller']	Probabilistic Graphical Models	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Gregory D. Abowd']	Introduction to User Interface Design (Part 2)	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Mauro Guillén']	Analyzing Global Trends for Business and Society	There are no open sessions.	Indeterminate Duration
Higher School of Economics	['Mira Bergelson']	Understanding Russians: Contexts of Intercultural Communication	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Jamie  Pope, MS, RD, LDN']	Nutrition, Health, and Lifestyle: Issues and Insights	There are no open sessions.	Indeterminate Duration
University of Lausanne	['Guido Palazzo', 'Ulrich Hoffrage']	Unethical Decision Making in Organizations	There are no open sessions.	Indeterminate Duration
University of Washington	['Nathan Kutz']	Scientific Computing	There are no open sessions.	Indeterminate Duration
Duke University	['Laurence R. Helfer']	International Human Rights Law: Prospects and Challenges	There are no open sessions.	Indeterminate Duration
University of Washington	['Pedro Domingos']	Machine Learning	There are no open sessions.	Indeterminate Duration
University of Zurich	['Paul-Olivier Dehaye']	Teaching goes massive: new skills required	There are no open sessions.	Indeterminate Duration
Duke University	['Dr.  David W. Johnston']	Marine Megafauna: An Introduction to Marine Science and Conservation	There are no open sessions.	Indeterminate Duration
University of Florida	['Frederick S. Southwick, MD']	Fixing Healthcare Delivery	There are no open sessions.	Indeterminate Duration
Higher School of Economics	['Boris Mirkin']	Core Concepts in Data Analysis	There are no open sessions.	Indeterminate Duration
University of London	['Professor Diana  Laurillard']	ICT in Primary Education: Transforming children's learning across the curriculum	There are no open sessions.	Indeterminate Duration
Rice University	['Don H. Johnson']	Fundamentals of Electrical Engineering Laboratory	There are no open sessions.	Indeterminate Duration
Princeton University	['David Wentzlaff ']	Computer Architecture	There are no open sessions.	Indeterminate Duration
University of Florida	['Wendell A. Porter, Ph.D., P.E.']	Global Sustainable Energy: Past, Present and Future	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Zuzana Bic']	Principles of Public Health	There are no open sessions.	Indeterminate Duration
Princeton University	['Unknown Author']	Networks: Friends, Money, and Bytes	There are no open sessions.	Indeterminate Duration
Vanderbilt University & National Arts Strategies	['David  A. Owens, PhD, PE', 'Jim Rosenberg']	Leading Innovation in Arts and Culture	There are no open sessions.	Indeterminate Duration
University of London	['Dr J Simon Rofe, SOAS, University of London', 'Dr Yenn Lee, SOAS, University of London']	Understanding Research Methods	There are no open sessions.	Indeterminate Duration
The Chinese University of Hong Kong	['Prof. Joseph Yam', 'Prof. Terence Tai-Leung Chong']	The Role of the Renminbi in the International Monetary System 	There are no open sessions.	Indeterminate Duration
Tecnológico de Monterrey	['Phd Enrique Tamés']	Latin American Culture	There are no open sessions.	Indeterminate Duration
Universiteit Leiden	['Edwin Bakker']	Terrorism and Counterterrorism: Comparing Theory and Practice	There are no open sessions.	Indeterminate Duration
University of Colorado System	['Dr.  Kathryn  Andrus', 'Dr. Roger Louis Martínez-Dávila']	Deciphering Secrets: Unlocking the Manuscripts of Medieval Spain	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Wayne Whiteman, PE']	Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Professor Kermit Roosevelt, III']	Introduction to Key Constitutional Concepts and Supreme Court Cases	There are no open sessions.	Indeterminate Duration
Commonwealth Education Trust	['Professor Dennis Francis', 'Professor John MacBeath']	Foundations of Teaching for Learning 2: Being a Teacher	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Michael Dennin']	Science from Superheroes to Global Warming	There are no open sessions.	Indeterminate Duration
Icahn School of Medicine at Mount Sinai	['Marc Birtwistle, PhD']	Experimental Methods in Systems Biology	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Professor Mayank Dutia', 'Dr. Celine Caquineau']	Critical Thinking in Global Challenges	There are no open sessions.	Indeterminate Duration
University of Washington	['Mike Simon']	Designing and Executing Information Security Strategies	There are no open sessions.	Indeterminate Duration
Sciences Po	['Patrick Le Galès']	Cities are back in town	There are no open sessions.	Indeterminate Duration
University of Colorado Boulder	['Sriram Sankaranarayanan', 'Shalom D. Ruben']	Linear and Integer Programming	There are no open sessions.	Indeterminate Duration
The University of British Columbia	['Dr. Sarah Burch', 'Dr. Sara Harris']	Climate Literacy: Navigating Climate Change Conversations	There are no open sessions.	Indeterminate Duration
The University of North Carolina at Chapel Hill	['Professor Buck  Goldstein', 'Dr. Holden Thorp, PhD ']	What’s Your Big Idea?	There are no open sessions.	Indeterminate Duration
University of London	['Dr Simon  Green']	Why We Need Psychology	There are no open sessions.	Indeterminate Duration
The University of North Carolina at Chapel Hill	['Dr. Evan Feldman']	Fundamentals of Rehearsing Music Ensembles	There are no open sessions.	Indeterminate Duration
University of Copenhagen	['Henning Haack, PhD']	Origins - Formation of the Universe, Solar System, Earth and Life	There are no open sessions.	Indeterminate Duration
University of Houston System	['Dr. Jeffrey J Morgan', 'Rebecca George']	Preparing for the AP* Calculus AB and BC Exams	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['Jody Steinauer, MD, MAS']	Abortion: Quality Care and Public Health Implications	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Christopher M. Lee, Ph.D', 'Arthur R Murphy', 'Carolyn Patricia Phillips, M.Ed., ATP', 'Sheryl Ballenger', 'Norah Sinclair', 'Todd Runkle', 'Bill Curtis-Davidson']	Information and Communication Technology (ICT) Accessibility 	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Williams S. Ettouati, Pharm.D.', 'Joseph D. Ma']	Drug Discovery, Development & Commercialization 	There are no open sessions.	Indeterminate Duration
Rice University	['Joe Warren', 'Scott Rixner', 'John Greiner', 'Stephen Wong']	An Introduction to Interactive Programming in Python	There are no open sessions.	Indeterminate Duration
University of Illinois at Urbana-Champaign	['Bruce W. Fouke, Ph.D.']	Emergence of Life	There are no open sessions.	Indeterminate Duration
Stanford University	['Laura Arrillaga-Andreessen']	Giving 2.0: The MOOC	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Sam Shelton']	Energy 101: The Big Picture	There are no open sessions.	Indeterminate Duration
The Hong Kong University of Science and Technology	['Naubahar Sharif']	Science, Technology, and Society in China III: The Present & Policy Implications	There are no open sessions.	Indeterminate Duration
Wesleyan University	['Dr. Petra Bonfert-Taylor']	Analysis of a Complex Kind	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Karen  Monsen, Ph.D., RN, FAAN']	Interprofessional Healthcare Informatics 	There are no open sessions.	Indeterminate Duration
University of Rochester	['Mark Wilson']	Technology Commercialization, Part 1: Setting up your Idea Filtering System	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Derek Bruff', 'Trina  McMahon', 'Bennett  Goldberg', 'Henry (Rique)  Campa, III']	An Introduction to Evidence-Based Undergraduate STEM Teaching	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Professor Matthias Schwannauer', 'Dr Stella Chan', 'Dr Emily Taylor, D Clin Psych', 'Dr Joanne Williams']	The Clinical Psychology of Children and Young People	There are no open sessions.	Indeterminate Duration
Higher School of Economics	['Marek Dabrowski']	Economics of Transition and Emerging Markets	There are no open sessions.	Indeterminate Duration
State University of New York	['Dr.  Margaret Anne Schedel', 'Mr. Timothy James Vallier']	Introduction to Computational Arts: Processing	There are no open sessions.	Indeterminate Duration
Curtis Institute of Music	['Jonathan  Coopersmith', 'David Ludwig']	From the Repertoire: Western Music History through Performance	There are no open sessions.	Indeterminate Duration
Curtis Institute of Music	['Arnold Steinhardt', 'Dr. Mia Chung']	The World of the String Quartet	There are no open sessions.	Indeterminate Duration
State University of New York	['Dr.  Margaret Anne Schedel', 'Catherine Katsafouros']	Introduction to Computational Arts: Visual Arts	There are no open sessions.	Indeterminate Duration
University of Toronto	['Alison Gibbs', 'Jeffrey Rosenthal']	Statistics: Making Sense of Data	There are no open sessions.	Indeterminate Duration
Match Teacher Residency	['Mr.  Orin  Gutlerner']	On the Hunt for Feedback: Self-Directed Teacher Improvement	There are no open sessions.	Indeterminate Duration
Rice University	['Don H. Johnson']	Fundamentals of Electrical Engineering	There are no open sessions.	Indeterminate Duration
California Institute of the Arts	['Jeannene Przyblyski, Ph.D.']	Live!:  A History of Art for Artists, Animators and Gamers	There are no open sessions.	Indeterminate Duration
Brown University	['Arnold Weinstein']	The Fiction of Relationship	There are no open sessions.	Indeterminate Duration
The University of North Carolina at Chapel Hill	['Dr. William  Ferris']	The American South: Its Stories, Music, and Art	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Roger D. Peng, PhD']	Computing for Data Analysis	There are no open sessions.	Indeterminate Duration
Ludwig-Maximilians-Universität München (LMU)	['Hannes Leitgeb', 'Stephan Hartmann']	Introduction to Mathematical Philosophy	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Gary Hack', 'Jonathan Barnett', 'Stefan Al']	Designing Cities	There are no open sessions.	Indeterminate Duration
Stanford University	['Balaji S. Srinivasan', 'Vijay S. Pande']	Startup Engineering	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Scott  Klemmer']	Human-Computer Interaction	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Jean-Cédric Chappelier', 'Jamila Sam']	Initiation à la programmation (en C++)	There are no open sessions.	Indeterminate Duration
Università Bocconi	['Erica Corbellini', 'Stefania Saviolo']	Managing Fashion and Luxury Companies	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Dr. Jason Hill']	Sustainability of Food Systems: A Global Life Cycle Perspective	There are no open sessions.	Indeterminate Duration
Indian Institute of Technology Delhi	['Dr. Gautam Shroff']	Web Intelligence and Big Data	There are no open sessions.	Indeterminate Duration
Princeton University	['Robert Wright']	Buddhism and Modern Psychology 	There are no open sessions.	Indeterminate Duration
Yale University	['Robert Shiller']	Financial Markets	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Michael  Oakes, PhD']	Social Epidemiology	There are no open sessions.	Indeterminate Duration
University of Houston System	['Arturo E.  Hernandez']	The Bilingual Brain	There are no open sessions.	Indeterminate Duration
Rice University	['Professor Vicki Colvin', 'Daniel Mittleman']	Nanotechnology: The Basics	There are no open sessions.	Indeterminate Duration
University of Washington	['Bill Howe']	Introduction to Data Science	There are no open sessions.	Indeterminate Duration
New Teacher Center	['Ellen Moir', 'Lynn Kepp']	First Year Teaching (Elementary Grades) - Success from the Start	There are no open sessions.	Indeterminate Duration
UNSW Australia (The University of New South Wales)	['Prof. Joe Wolfe', 'Dr Elizabeth  J.  Angstmann', 'Mr Sebastian Fricke']	Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets	There are no open sessions.	Indeterminate Duration
Caltech	['Antonio Rangel']	Principles of Economics for Scientists	There are no open sessions.	Indeterminate Duration
